pid,category,korean,english_common,scientific
P2776,다육 Succulent,리톱스 헬무티,Helmut Living Stone,Lithops helmutii
P2777,다육 Succulent,리톱스 브롬필디,Bromfield Living Stone,Lithops bromfieldii
P2778,다육 Succulent,코노피툼 페어리,Fairy Elephant's Feet,Conophytum pageae
P2779,다육 Succulent,아가베 데스메티아나,Smooth Agave,Agave desmettiana
P2780,다육 Succulent,아가베 게미니플로라,Twin Flowered Agave,Agave geminiflora
P2781,다육 Succulent,알로에 딕토마,Quiver Tree,Aloidendron dichotomum
P2782,다육 Succulent,알로에 마르로티,Mountain Aloe,Aloe marlothii
P2783,다육 Succulent,유포르비아 데카리,Zig Zag Euphorbia,Euphorbia decaryi
P2784,다육 Succulent,유포르비아 프란코이시,Francois Euphorbia,Euphorbia francoisii
P2785,난초 Orchid,팔레놉시스 코르누케르비 첼시,Chelsea Antler,Phalaenopsis cornu-cervi Chelsea
P2786,난초 Orchid,팔레놉시스 벨리나 블루,Blue Bellina,Phalaenopsis bellina Blue
P2787,난초 Orchid,덴드로비움 스펙타빌레,Spectacular Dendrobium,Dendrobium spectabile
P2788,난초 Orchid,덴드로비움 시넨세,Chinese Dendrobium,Dendrobium sinense
P2789,난초 Orchid,덴드로비움 팔레놉시스 화이트,White Den-Phal,Dendrobium bigibbum White
P2790,난초 Orchid,카틀레야 인터메디아 아쿠이니,Aquinii Cattleya,Cattleya intermedia aquinii
P2791,난초 Orchid,카틀레야 루테올라,Miniature Yellow Cattleya,Cattleya luteola
P2792,난초 Orchid,온시디움 샤리베이비 스윗,Sweet Fragrance,Oncidium Sharry Baby Sweet
P2793,난초 Orchid,불보필룸 롱기시멈,Long Bulbophyllum,Bulbophyllum longissimum
P2794,난초 Orchid,마스데발리아 이그네아,Flame Orchid,Masdevallia ignea
P2795,난초 Orchid,드라큘라 벨라,Beautiful Dracula,Dracula bella
P2796,난초 Orchid,레스트레피아,Restrepia,Restrepia antennifera
P2797,난초 Orchid,플레우로탈리스,Pleurothallis,Pleurothallis restrepioides
P2798,난초 Orchid,막실라리아 산기네아,Blood-red Maxillaria,Maxillaria sanguinea
P2799,난초 Orchid,리카스테 데피,Deppe's Lycaste,Lycaste deppei
P2800,난초 Orchid,콜로기네 스페키오사,Showy Coelogyne,Coelogyne speciosa
P2801,난초 Orchid,젠고페탈룸 레드,Redvale Zygopetalum,Zygopetalum Redvale
P2802,난초 Orchid,브라사볼라 쿠쿨라타,Daddy Longlegs,Brassavola cucullata
P2803,난초 Orchid,엔시클리아 탐펜시스,Butterfly Encyclia,Encyclia tampensis
P2804,난초 Orchid,프로스테케아 마리아에,Maria Prosthechea,Prosthechea mariae
P2805,난초 Orchid,춘란 소심 옥화,Jade Sosim,Cymbidium goeringii Okhwa
P2806,난초 Orchid,춘란 자화,Purple Spring Orchid,Cymbidium goeringii Jahwa
P2807,난초 Orchid,건란 옥화,Jade Four-season,Cymbidium ensifolium Okhwa
P2808,난초 Orchid,한란 청,Green Cold Orchid,Cymbidium kanran Cheong
P2809,난초 Orchid,보세란 은사,Silver-thread Sinense,Cymbidium sinense Eunsa
P2810,난초 Orchid,혜란 녹운,Green Cloud Hui,Cymbidium faberi Nokun
P2811,난초 Orchid,석곡 홍보,Red Treasure Dendrobium,Dendrobium moniliforme Hongbo
P2812,난초 Orchid,풍란 청해,Blue Sea Wind Orchid,Neofinetia falcata Cheonghae
P2813,난초 Orchid,나도풍란 대엽,Large-leaf Nabi Orchid,Sedirea japonica Daeyeop
P2814,난초 Orchid,금새우난 노랑,Yellow Golden Calanthe,Calanthe sieboldii Yellow
P2815,조경수 Tree,단풍 코토노이토,Koto no ito Maple,Acer palmatum Koto no ito
P2816,조경수 Tree,단풍 아코니티폴리움,Fern Leaf Maple,Acer japonicum Aconitifolium
P2817,조경수 Tree,단풍 히가사야마,Higasayama Maple,Acer palmatum Higasayama
P2818,조경수 Tree,목련 리틀젬,Little Gem Magnolia,Magnolia grandiflora Little Gem
P2819,조경수 Tree,목련 제니,Genie Magnolia,Magnolia Genie
P2820,조경수 Tree,벚나무 잔티,Weeping Yoshino,Prunus yedoensis Shidare
P2821,조경수 Tree,꽃사과 루돌프,Rudolph Crabapple,Malus Rudolph
P2822,조경수 Tree,산딸나무 벤타미,Chinese Dogwood,Cornus kousa chinensis
P2823,조경수 Tree,배롱나무 레드로켓,Red Rocket Crape Myrtle,Lagerstroemia Red Rocket
P2824,조경수 Tree,자작나무 헤리티지,Heritage River Birch,Betula nigra Heritage
P2825,관목 Shrub,수국 프렌치,French Hydrangea Bouquet,Hydrangea macrophylla Bouquet Rose
P2826,관목 Shrub,목수국 퀵파이어,Quick Fire Hydrangea,Hydrangea paniculata Quick Fire
P2827,관목 Shrub,목수국 봄베,Bobo Hydrangea,Hydrangea paniculata Bobo
P2828,관목 Shrub,동백 페이스풀,Faithful Camellia,Camellia japonica April Dawn
P2829,관목 Shrub,영산홍 스텔라,Stewartstonian Azalea,Rhododendron Stewartstonian
P2830,관목 Shrub,라일락 미스캐나다,Miss Canada Lilac,Syringa Miss Canada
P2831,관목 Shrub,병꽃 캔디도,Candida Weigela,Weigela florida Candida
P2832,관목 Shrub,조팝 리틀프린세스,Little Princess Spirea,Spiraea japonica Little Princess
P2833,관목 Shrub,남천 오브세션,Obsession Nandina,Nandina domestica Obsession
P2834,관목 Shrub,꽝꽝나무 스카이펜슬,Sky Pencil Holly,Ilex crenata Sky Pencil
P2835,관목 Shrub,분꽃나무 오로라,Aurora Viburnum,Viburnum carlesii Aurora
P2836,관목 Shrub,불두화 로세움,Roseum Snowball,Viburnum opulus Roseum
P2837,관목 Shrub,가막살 카디널,Cardinal Candy Viburnum,Viburnum dilatatum Cardinal Candy
P2838,관목 Shrub,꽃댕강 트와이스,Twist of Lime Abelia,Abelia Twist of Lime
P2839,관목 Shrub,피라칸타 옐로우,Yellow Firethorn,Pyracantha Soleil d Or
P2840,관목 Shrub,마취목 카타야,Katsura Pieris,Pieris japonica Katsura
P2841,자생초 Native,분홍할미꽃,Pink Pasque Flower,Pulsatilla cernua
P2842,자생초 Native,섬백리향,Ulleung Thyme,Thymus quinquecostatus magnus
P2843,자생초 Native,제주양지꽃,Jeju Cinquefoil,Potentilla stolonifera
P2844,자생초 Native,솜방망이,Woolly Groundsel,Tephroseris kirilowii
P2845,자생초 Native,금방망이,Golden Groundsel,Senecio nemorensis
P2846,자생초 Native,자운영,Chinese Milk Vetch,Astragalus sinicus
P2847,자생초 Native,활량나물,Pea Vine,Lathyrus davidii
P2848,자생초 Native,갯메꽃,Beach Morning Glory,Calystegia soldanella
P2849,자생초 Native,기린초 섬,Island Stonecrop,Phedimus takesimensis Island
P2850,자생초 Native,돌양지꽃,Rock Cinquefoil,Potentilla dickinsii
P2851,자생초 Native,바위떡풀,Rock Saxifrage,Saxifraga fortunei koraiensis
P2852,자생초 Native,참바위취,Korean Saxifrage,Micranthes oblongifolia
P2853,자생초 Native,노루삼,Baneberry,Actaea asiatica
P2854,자생초 Native,눈빛승마,Snow Bugbane,Actaea dahurica
P2855,허브 Herb,라벤더 스토에카스,Spanish Lavender Papillon,Lavandula stoechas Papillon
P2856,허브 Herb,타임 코친,Coccineus Creeping Thyme,Thymus praecox Coccineus
P2857,허브 Herb,오레가노 그릭,Greek Oregano,Origanum vulgare hirtum
P2858,허브 Herb,민트 스위스,Swiss Mint,Mentha spicata Swiss
P2859,허브 Herb,레몬버베나 골드,Golden Lemon Verbena,Aloysia citrodora Gold
P2860,허브 Herb,히솝 록,Rock Hyssop,Hyssopus officinalis Aristatus
P2861,허브 Herb,캐모마일 더블,Double Roman Chamomile,Chamaemelum nobile Flore Pleno
P2862,허브 Herb,바질 렛츠고,Lettuce Leaf Basil,Ocimum basilicum Lettuce Leaf
P2863,그라스 Grass,억새 리틀지브라,Little Zebra Grass,Miscanthus sinensis Little Zebra
P2864,그라스 Grass,수크령 레드헤드,Red Head Fountain Grass,Pennisetum alopecuroides Red Head
P2865,그라스 Grass,카렉스 봉키,Bunny Blue Sedge,Carex laxiculmis Bunny Blue
P2866,지피 Groundcover,휴케라 옵시디안,Obsidian Coral Bells,Heuchera Obsidian
P2867,지피 Groundcover,휴케라 마말레이드,Marmalade Heuchera,Heuchera Marmalade
P2868,지피 Groundcover,맥문동 빅블루,Big Blue Lilyturf,Liriope muscari Big Blue
P2869,지피 Groundcover,세덤 옐로우,Yellow Carpet Sedum,Sedum acre
P2870,양치 Fern,아디안텀 마이크로필룸,Delta Maidenhair,Adiantum microphyllum
P2871,양치 Fern,네프롤레피스 마리사,Marisa Fern,Nephrolepis Marisa
P2872,양치 Fern,셀라기넬라 레피도필라,Resurrection Plant,Selaginella lepidophylla
P2873,야자 Palm,케로시필론,Wax Palm,Ceroxylon quindiuense
P2874,야자 Palm,히요포르베 베르시콜로르,Spindle Palm,Hyophorbe verschaffeltii
P2875,야자 Palm,프리차르디아,Loulu Palm,Pritchardia pacifica
P2876,덩굴 Vine,클레마티스 니오베,Niobe Clematis,Clematis Niobe
P2877,덩굴 Vine,클레마티스 프레지던트,The President Clematis,Clematis The President
P2878,덩굴 Vine,능소화 마담갈렌,Madame Galen Trumpet Vine,Campsis tagliabuana Madame Galen
P2879,대나무 Bamboo,파게시아 스칸디,Scandy Bamboo,Fargesia Scabrida
P2880,대나무 Bamboo,보리사초대나무,Dwarf Green Stripe Bamboo,Pleioblastus viridistriatus
P2881,식충 Carnivorous,네펜데스 알라타,Winged Pitcher,Nepenthes alata
P2882,과실수 Fruit,블루베리 선샤인블루,Sunshine Blue Blueberry,Vaccinium Sunshine Blue
P2883,과실수 Fruit,라즈베리 헤리티지,Heritage Raspberry,Rubus idaeus Heritage
P2884,과실수 Fruit,블랙베리 트리플크라운,Triple Crown Blackberry,Rubus Triple Crown
P2885,열대과실 Tropical,바나나 아이스크림,Blue Java Banana,Musa Blue Java
P2886,열대과실 Tropical,리치 마우리셔스,Mauritius Lychee,Litchi chinensis Mauritius
P2887,구근 Bulb,다알리아 페더데코,Cactus Dahlia Nuit,Dahlia Nuit d Ete
P2888,구근 Bulb,글라디올러스 나노,Nano Gladiolus,Gladiolus nanus
P2889,구근 Bulb,프리틸라리아 멜레아그리스,Snake's Head Fritillary,Fritillaria meleagris
P2890,관엽 Foliage,필로덴드론 플루토,Pluto Philodendron,Philodendron Pluto
P2891,관엽 Foliage,필로덴드론 문라이트 라임,Lemon Lime Heartleaf,Philodendron hederaceum Lemon Lime
P2892,관엽 Foliage,필로덴드론 실버스트라이프,Silver Stripe,Philodendron Silver Stripe
P2893,관엽 Foliage,안스리움 크리스탈호프,Crystallinum Hope,Anthurium crystallinum Hope
P2894,관엽 Foliage,알로카시아 실버드래곤 미니,Mini Silver Dragon,Alocasia baginda Mini
P2895,관엽 Foliage,알로카시아 그린벨벳,Green Velvet,Alocasia micholitziana Green Velvet
P2896,관엽 Foliage,칼라데아 제브리나 미니,Mini Zebra Plant,Goeppertia zebrina Minor
P2897,관엽 Foliage,호야 크림슨 무늬,Tricolor Wax Plant,Hoya carnosa Tricolor
P2898,관엽 Foliage,호야 오스트랄리스 리사,Lisa Hoya,Hoya australis Lisa
P2899,관엽 Foliage,페페로미아 그린리플,Green Ripple Peperomia,Peperomia caperata Green
P2900,관엽 Foliage,페페로미아 후아누코,Huanuco Peperomia,Peperomia huanucoensis
P2901,관엽 Foliage,베고니아 라이언,Lucerna Angel Wing,Begonia Lucerna
P2902,관엽 Foliage,베고니아 메이플,Maple Leaf Begonia,Begonia Maple Leaf
P2903,관엽 Foliage,아글라오네마 프리티,Pretty Aglaonema,Aglaonema Pink Star
P2904,관엽 Foliage,스킨답서스 트레비 문라이트,Sterling Silver,Scindapsus treubii Sterling
P2905,관엽 Foliage,드라세나 리플렉사 무늬,Variegated Song of India,Dracaena reflexa Variegata
P2906,관엽 Foliage,코르딜리네 페더,Pink Passion Cordyline,Cordyline Pink Passion
P2907,관엽 Foliage,마란타 블랙,Black Prayer Plant,Maranta leuconeura Massangeana
P2908,관엽 Foliage,트라데스칸티아 골든,Golden Spiderwort,Tradescantia fluminensis Aurea
P2909,관엽 Foliage,네프틸리스,Arrowhead White Butterfly,Syngonium White Butterfly
P2910,관엽 Foliage,무늬산호수,Variegated Coral Berry,Ardisia crenata Variegata
P2911,관엽 Foliage,자바무늬,Java Fig Variegata,Ficus benjamina Variegata
P2912,꽃 Flowering,제라늄 캘리엔테,Caliente Geranium,Pelargonium Caliente
P2913,꽃 Flowering,제라늄 로즈버드,Rosebud Geranium,Pelargonium Rosebud
P2914,꽃 Flowering,펠라고늄 리갈,Regal Geranium,Pelargonium Regal
P2915,꽃 Flowering,페튜니아 블랙벨벳,Black Velvet Petunia,Petunia Black Velvet
P2916,꽃 Flowering,페튜니아 셀레브리티,Celebrity Petunia,Petunia Celebrity
P2917,꽃 Flowering,백일홍 자하라,Zahara Zinnia,Zinnia marylandica Zahara
P2918,꽃 Flowering,에키네시아 팟팟,Pow Wow Coneflower,Echinacea Pow Wow
P2919,꽃 Flowering,달리아 가르시아,Karma Choc Dahlia,Dahlia Karma Choc
P2920,꽃 Flowering,달리아 헨리에타,Thomas Edison Dahlia,Dahlia Thomas Edison
P2921,꽃 Flowering,국화 안톤,Anastasia Mum,Chrysanthemum Anastasia
P2922,꽃 Flowering,꽃베고니아 볼리비아 볼케이노,Santa Cruz Begonia,Begonia boliviensis Santa Cruz
P2923,꽃 Flowering,살비아 락스,Rockin Salvia,Salvia Rockin
P2924,꽃 Flowering,앙겔로니아 엔젤페이스,Angelface Angelonia,Angelonia Angelface
P2925,꽃 Flowering,란타나 루스카,Luscious Lantana,Lantana Luscious
P2926,꽃 Flowering,버베나 엔듀라,EnduraScape Verbena,Verbena EnduraScape
P2927,꽃 Flowering,임파첸스 뷰지,Beacon Impatiens,Impatiens Beacon
P2928,꽃 Flowering,꽃도라지 로지타,Rosita Lisianthus,Eustoma Rosita
P2929,꽃 Flowering,작약 캔자스,Kansas Peony,Paeonia Kansas
P2930,꽃 Flowering,작약 페스티바막시마,Festiva Maxima Peony,Paeonia Festiva Maxima
P2931,꽃 Flowering,극락조 논리프,Nonleaf Bird of Paradise,Strelitzia juncea
P2932,꽃 Flowering,헬리코니아 골든,Golden Torch Heliconia,Heliconia psittacorum Golden Torch
P2933,꽃 Flowering,꽃기린 크리스마스,Christmas Crown,Euphorbia milii Christmas
P2934,다육 Succulent,에케베리아 라즈베리,Raspberry Ice,Echeveria Raspberry Ice
P2935,다육 Succulent,에케베리아 아이시블루,Icy Blue,Echeveria Icy Blue
P2936,다육 Succulent,에케베리아 도미노,Domingo,Echeveria Domingo
P2937,다육 Succulent,에케베리아 로미오,Romeo Rubin,Echeveria agavoides Romeo
P2938,다육 Succulent,세덤 오텀조이,Autumn Joy,Hylotelephium Herbstfreude
P2939,다육 Succulent,크라술라 캄프파이어,Campfire Crassula,Crassula capitella Campfire
P2940,다육 Succulent,크라술라 문라이트,Moonglow Crassula,Crassula Moonglow
P2941,다육 Succulent,하월시아 옵투사 자이언트,Giant Cooper Haworthia,Haworthia cooperi Giant
P2942,다육 Succulent,아에오니움 아우레움,Golden Aeonium,Aichryson aizoides
P2943,다육 Succulent,그랍토세둠 브론즈,Bronze Beauty,Graptosedum Bronze
P2944,다육 Succulent,파키피툼 아모에눔,Amoenum Moonstone,Pachyphytum amoenum
P2945,다육 Succulent,리톱스 옵티카,Optica Living Stone,Lithops optica
P2946,다육 Succulent,코노피툼 미눔,Mini Living Pebble,Conophytum minutum
P2947,다육 Succulent,아가베 마르지나타,Variegated Century Plant,Agave americana Marginata
P2948,다육 Succulent,알로에 브레비폴리아 무늬,Variegated Short Aloe,Aloe brevifolia Variegata
P2949,다육 Succulent,세네시오 만드랄리스카에 블루,Blue Fingers,Curio mandraliscae
P2950,다육 Succulent,유포르비아 티루칼리 파이어,Firesticks,Euphorbia tirucalli Firesticks
P2951,다육 Succulent,리톱스 믹스,Mixed Living Stones,Lithops species mix
P2952,선인장 Cactus,마밀라리아 프롤리페라,Text Cactus,Mammillaria prolifera
P2953,선인장 Cactus,마밀라리아 카르메나에,Carmen's Pincushion,Mammillaria carmenae
P2954,선인장 Cactus,김노칼리시움 안이시티,Anisitsii Chin Cactus,Gymnocalycium anisitsii
P2955,선인장 Cactus,레부티아 세닐리스,Fire Crown Cactus,Rebutia senilis
P2956,선인장 Cactus,에키노케레우스 리기디시무스 루브리,Rainbow Cactus,Echinocereus rigidissimus rubrispinus
P2957,선인장 Cactus,아스트로피툼 코아우일렌세,Coahuila Star,Astrophytum coahuilense
P2958,선인장 Cactus,오푼티아 미크로다시스 알비스피나,Angel Wings,Opuntia microdasys albispina
P2959,난초 Orchid,팔레놉시스 미크로,Micro Moth Orchid,Phalaenopsis parishii
P2960,난초 Orchid,덴드로비움 노빌레 옐로우,Yellow Noble Dendrobium,Dendrobium nobile Yellow
P2961,난초 Orchid,카틀레야 워커리아나 세미알바,Semi-alba Cattleya,Cattleya walkeriana semialba
P2962,난초 Orchid,온시디움 트위스트,Twinkle Fragrance,Oncidium Twinkle Fragrance
P2963,난초 Orchid,반다 블루,Blue Vanda,Vanda coerulea Blue
P2964,난초 Orchid,파피오페딜룸 아르메니아쿰,Golden Slipper,Paphiopedilum armeniacum
P2965,난초 Orchid,불보필룸 메두사에,Medusa Bulbophyllum,Bulbophyllum medusae
P2966,난초 Orchid,콜로기네 크리스타타 홉,Angel Orchid,Coelogyne cristata Hop
P2967,난초 Orchid,춘란 홍화,Red Spring Orchid,Cymbidium goeringii Honghwa
P2968,난초 Orchid,건란 대화,Large-flower Four-season,Cymbidium ensifolium Daehwa
P2969,난초 Orchid,석곡 백화,White Dendrobium,Dendrobium moniliforme Baekhwa
P2970,난초 Orchid,풍란 홍부악,Red Buak Wind Orchid,Neofinetia falcata Hongbuak
P2971,조경수 Tree,단풍 세이류,Seiryu Maple,Acer palmatum Seiryu
P2972,조경수 Tree,단풍 레드드래곤,Red Dragon Maple,Acer palmatum Red Dragon
P2973,조경수 Tree,목련 스타워즈,Star Wars Magnolia,Magnolia Star Wars
P2974,조경수 Tree,벚나무 로열버건디,Royal Burgundy Cherry,Prunus serrulata Royal Burgundy
P2975,조경수 Tree,산딸나무 벤파지,Venus Dogwood,Cornus Venus
P2976,관목 Shrub,수국 시티라인,Cityline Hydrangea,Hydrangea macrophylla Cityline
P2977,관목 Shrub,목수국 파이어라이트,Fire Light Hydrangea,Hydrangea paniculata Fire Light
P2978,관목 Shrub,동백 미들뷰리,Middlebury Camellia,Camellia Winters Star
P2979,관목 Shrub,영산홍 로지,Rosebud Azalea,Rhododendron Rosebud
P2980,관목 Shrub,라일락 조지,Josee Reblooming Lilac,Syringa Josee
P2981,관목 Shrub,조팝 더블플레이,Double Play Spirea,Spiraea japonica Double Play
P2982,관목 Shrub,병꽃 스파클링,Sparkling Fantasy Weigela,Weigela Sparkling Fantasy
P2983,관목 Shrub,남천 레몬라임,Lemon Lime Nandina,Nandina domestica Lemon Lime
P2984,관목 Shrub,꽃댕강 스위트,Sweet Emotion Abelia,Abelia Sweet Emotion
P2985,관목 Shrub,좀작살나무 퍼플,Purple Beautyberry,Callicarpa dichotoma Purple
P2986,침엽수 Conifer,향나무 시닌시스 콜럼나리스,Column Juniper,Juniperus chinensis Columnaris
